,Symbol,Security Name,common name
2776,LMFA,LM Funding America ,
2777,LMNL,Liminal BioSciences ,
2778,LMNR,Limoneira Co,
2779,LNKB,LINKBAN ,
2780,LNSR,LENSAR ,
2781,LNT,Alliant Energy ,
2782,LNTH,Lantheus Holdings ,
2783,LNW,Light & Wonder,
2784,LNZA,LanzaTech Global ,
2785,LNZAW,LanzaTech Global ,
2786,LOAN,Manhattan Bridge Capital ,
2787,LOCO,El Pollo Loco Holdings ,
2788,LOGI,Logitech International S.A.,
2789,LOOP,Loop Industries ,
2790,LOPE,Grand Canyon Education ,
2791,LOVE,The Lovesac ,
2792,LPCN,Lipocine ,
2793,LPLA,LPL Financial Holdings ,
2794,LPRO,Open Lending ,
2795,LPSN,LivePerson ,
2796,LPTH,LightPath Technologies ,
2797,LPTX,Leap Therapeutics ,
2798,LQDA,Liquidia ,
2799,LQDT,Liquidity Services ,
2800,LQR,LQR House ,
2801,LRCX,Lam Research ,
2802,LRFC,Logan Ridge Finance ,
2803,LRGE,ClearBridge Large Cap Growth ESG ,
2804,LRMR,Larimar Therapeutics ,
2805,LRND,IQ U.S. Large Cap R&D Leaders ,
2806,LSAK,Lesaka Technologies ,
2807,LSBK,Lake Shore Ban ,
2808,LSCC,Lattice Semiconductor ,
2809,LSDI,Lucy Scientific Discovery ,
2810,LSEA,Landsea Homes ,
2811,LSEAW,Landsea Homes ,
2812,LSTA,Lisata Therapeutics ,
2813,LSTR,Landstar System ,
2814,LSXMA,Liberty Media ,
2815,LSXMB,Liberty Media ,
2816,LSXMK,Liberty Media ,
2817,LTBR,Lightbridge ,
2818,LTRN,Lantern Pharma ,
2819,LTRPA,Liberty TripAdvisor Holdings ,
2820,LTRPB,Liberty TripAdvisor Holdings ,
2821,LTRX,Lantronix ,
2822,LTRY,Lottery.com ,
2823,LTRYW,Lottery.com ,
2824,LUCD,Lucid Diagnostics ,
2825,LUCY,Innovative Eyewear ,
2826,LUCYW,Innovative Eyewear ,
2827,LULU,lululemon athletica ,
2828,LUMO,Lumos Pharma ,
2829,LUNA,Luna Innovations ,
2830,LUNG,Pulmonx ,
2831,LUNR,Intuitive Machines ,
2832,LUNRW,Intuitive Machines ,
2833,LUXH,LuxUrban Hotels ,
2834,LVHD,Franklin U.S. Low Volatility High Dividend Index ,
2835,LVLU,Lulu's Fashion Lounge Holdings ,
2836,LVO,LiveOne ,
2837,LVOX,LiveVox Holdings ,
2838,LVOXU,LiveVox Holdings ,
2839,LVOXW,LiveVox Holdings ,
2840,LVRO,Lavoro ,
2841,LVROW,Lavoro ,
2842,LVTX,LAVA Therapeutics N.V.,
2843,LWAY,Lifeway Foods ,
2844,LWLG,Lightwave Logic ,
2845,LX,LexinFintech Holdings ,
2846,LXEH,Lixiang Education Holding,
2847,LXRX,Lexicon Pharmaceuticals ,
2848,LYEL,Lyell Immunopharma ,
2849,LYFT,Lyft ,
2850,LYRA,Lyra Therapeutics ,
2851,LYT,Lytus Technologies Holdings PTV. ,
2852,LYTS,LSI Industries ,
2853,LZ,LegalZoom.com ,
2854,LZRD,Parabla Innovation ,
2855,MACA,Moringa Acquisition ,
2856,MACAU,Moringa Acquisition ,
2857,MACAW,Moringa Acquisition ,
2858,MACK,Merrimack Pharmaceuticals ,
2859,MAMA,Mama's Creations ,
2860,MANH,Manhattan Associates ,
2861,MAPS,WM Technology ,
2862,MAPSW,WM Technology ,
2863,MAQC,Maquia Capital Acquisition ,
2864,MAQCU,Maquia Capital Acquisition ,
2865,MAQCW,Maquia Capital Acquisition ,
2866,MAR,Marriott International,
2867,MARA,Marathon Digital Holdings ,
2868,MARK,Remark Holdings ,
2869,MARPS,Marine Petroleum Trust,
2870,MARX,Mars Acquisition ,
2871,MARXR,Mars Acquisition ,
2872,MARXU,Mars Acquisition ,
2873,MASI,Masimo ,
2874,MASS,908 Devices ,
2875,MAT,Mattel ,
2876,MATH,Metalpha Technology Holding ,
2877,MATW,Matthews International ,
2878,MAXI,Simplify Bitcoin Strategy PLUS ome ,
2879,MAXN,Maxeon Solar Technologies ,
2880,MAYS,J. W. Mays ,
2881,MBB,iShares MBS ,
2882,MBCN,Middlefield Banc ,
2883,MBIN,Merchants Ban,
2884,MBINM,Merchants Ban,
2885,MBINN,Merchants Ban,
2886,MBINO,Merchants Ban,
2887,MBINP,Merchants Ban,
2888,MBIO,Mustang Bio ,
2889,MBLY,Mobileye Global ,
2890,MBNKP,Medallion Bank,
2891,MBOT,Microbot Medical,
2892,MBRX,Moleculin Biotech ,
2893,MBTC,Nocturne Acquisition ,
2894,MBTCR,Nocturne Acquisition ,
2895,MBTCU,Nocturne Acquisition ,
2896,MBUU,Malibu Boats ,
2897,MBWM,Mercantile Bank ,
2898,MCAA,Mountain & Acquisition ,
2899,MCAAU,Mountain & Acquisition ,
2900,MCAAW,Mountain & Acquisition ,
2901,MCAC,Monterey Capital Acquisition ,
2902,MCACR,Monterey Capital Acquisition ,
2903,MCACU,Monterey Capital Acquisition ,
2904,MCACW,Monterey Capital Acquisition ,
2905,MCAF,Mountain Crest AcquisitionV,
2906,MCAFR,Mountain Crest AcquisitionV,
2907,MCAFU,Mountain Crest AcquisitionV,
2908,MCAG,Mountain Crest Acquisition,
2909,MCAGR,Mountain Crest Acquisition,
2910,MCAGU,Mountain Crest Acquisition,
2911,MCBC,Macatawa Bank ,
2912,MCBS,MetroCity Bankshares ,
2913,MCFT,MasterCraft Boat Holdings ,
2914,MCHI,iShares MSCI China ,
2915,MCHP,Microchip Technology ,
2916,MCHX,Marchex ,
2917,MCLD,mCloud Technologies ,
2918,MCLDP,mCloud Technologies ,
2919,MCLDW,mCloud Technologies ,
2920,MCOM,micromobility.com ,
2921,MCOMW,micromobility.com ,
2922,MCRB,Seres Therapeutics ,
2923,MCRI,Monarch Casino & Resort ,
2924,MCSE,Martin Currie Sustainable International Equity ,
2925,MCVT,Mill City Ventures ,
2926,MDAI,Spectral AI ,
2927,MDAIW,Spectral AI ,
2928,MDB,MongoDB ,
2929,MDCP,VictoryShares THB Mid Cap ESG ,
2930,MDGL,Madrigal Pharmaceuticals ,
2931,MDGS,Medigus ,
2932,MDIA,Mediaco Holding ,
2933,MDIV,Multi-Asset Diversified ome Index Fund,
2934,MDJH,MDJM ,
2935,MDLZ,Mondelez International ,
2936,MDNA,Medicenna Therapeutics ,
2937,MDRR,Medalist Diversified REIT ,
2938,MDRRP,Medalist Diversified REIT ,
2939,MDRX,Veradigm ,
2940,MDVL,MedAvail Holdings,
2941,MDWD,MediWound ,
2942,MDWT,Midwest Holding ,
2943,MDXG,MiMedx Group ,
2944,MDXH,MDxHealth SA,
2945,ME,23andMe Holding ,
2946,MEDP,Medpace Holdings ,
2947,MEDS,TRxADE HEALTH ,
2948,MEDX,Horizon Kinetics Medical ,
2949,MEGL,Magic Empire Global ,
2950,MEIP,MEI Pharma ,
2951,MELI,MercadoLibre ,
2952,MEOH,Methanex ,
2953,MERC,Mercer International ,
2954,MESA,Mesa Air Group ,
2955,MESO,Mesoblast ,
2956,META,Meta Platforms ,
2957,METC,Ramaco Resources ,
2958,METCB,Ramaco Resources ,
2959,METCL,Ramaco Resources ,
2960,METX,BTC Digital ,
2961,METXW,BTC Digital ,
2962,MF,Missfresh ,
2963,MFH,Mercurity Fintech Holding ,
2964,MFIC,MidCap Financial Investment ,
2965,MFIN,Medallion Financial ,
2966,MFLX,First Trust Flexible Municipal High ome ,
2967,MGAM,Mobile Global Esports ,
2968,MGEE,MGE Energy ,
2969,MGIC,Magic Software Enterprises ,
2970,MGIH,Millennium Group International Holdings ,
2971,MGNI,Magnite ,
2972,MGNX,MacroGenics ,
2973,MGOL,MGO Global ,
2974,MGPI,MGP Ingredients ,
2975,MGRC,McGrath Rent,
2976,MGRM,Monogram Orthopaedics ,
2977,MGRX,Mangoceuticals ,
2978,MGTX,MeiraGTx Holdings plc,
2979,MGYR,Magyar Ban ,
2980,MHLD,Maiden Holdings ,
2981,MHUA,Meihua International Medical Technologies,
2982,MICS,The Singing Machine,
2983,MIDD,The Middleby ,
2984,MIGI,Mawson Infrastructure Group ,
2985,MILN,Global X Millennial Consumer ,
2986,MIND,MIND Technology ,
2987,MINDP,MIND Technology ,
2988,MINM,Minim ,
2989,MIRA,MIRA Pharmaceuticals ,
2990,MIRM,Mirum Pharmaceuticals ,
2991,MIRO,Miromatrix Medical ,
2992,MIST,Milestone Pharmaceuticals ,
2993,MITA,Coliseum Acquisition ,
2994,MITAU,Coliseum Acquisition ,
2995,MITAW,Coliseum Acquisition ,
2996,MITK,Mitek Systems ,
2997,MKAM,MKAM ,
2998,MKSI,MKS Instruments ,
2999,MKTW,MarketWise ,
3000,MKTX,MarketAxess Holdings ,
3001,MKUL,Molekule Group ,
3002,MLAB,Mesa Laboratories ,
3003,MLCO,Melco Resorts & Entertainment ,
3004,MLEC,Moolec Science SA,
3005,MLECW,Moolec Science SA,
3006,MLGO,MicroAlgo ,
3007,MLKN,MillerKnoll ,
3008,MLTX,MoonLake Immunotherapeutics,
3009,MLYS,Mineralys Therapeutics ,
3010,MMAT,Meta Materials ,
3011,MMLP,Martin Midstream Partners ,
3012,MMSI,Merit Medical Systems ,
3013,MMV,MultiMetaVerse Holdings ,
3014,MMVWW,MultiMetaVerse Holdings ,
3015,MMYT,MakeMyTrip ,
3016,MNDO,MIND C.T.I. ,
3017,MNDY,monday.com ,
3018,MNKD,MannKind ,
3019,MNMD,Mind Medicine (MindMed) ,
3020,MNOV,MediciNova ,
3021,MNPR,Monopar Therapeutics ,
3022,MNRO,Monro,
3023,MNSB,MainStreet Bancshares ,
3024,MNSBP,MainStreet Bancshares ,
3025,MNST,Monster Beverage ,
3026,MNTK,Montauk Renewables ,
3027,MNTS,Momentus ,
3028,MNTSW,Momentus ,
3029,MNTX,Manitex International ,
3030,MOB,Mobilicom ,
3031,MOBBW,Mobilicom ,
3032,MOBQ,Mobiquity Technologies ,
3033,MOBQW,Mobiquity Technologies ,
3034,MOBV,Mobiv Acquisition ,
3035,MOBVU,Mobiv Acquisition ,
3036,MOBVW,Mobiv Acquisition ,
3037,MODD,Modular Medical ,
3038,MODL,VictoryShares WestEnd U.S. Sector ,
3039,MODV,ModivCare ,
3040,MOFG,MidWestOne Financial Group ,
3041,MOGO,Mogo ,
3042,MOLN,Molecular Partners AG,
3043,MOMO,Hello Group,
3044,MOND,Mondee Holdings ,
3045,MOR,MorphoSys AG,
3046,MORF,Morphic Holding ,
3047,MORN,Morningstar ,
3048,MOTS,Motus GI Holdings ,
3049,MOVE,Movano ,
3050,MOXC,Moxian (BVI),
3051,MPAA,Motorcar Parts of America ,
3052,MPB,Mid Penn Ban,
3053,MPRA,Mercato Partners Acquisition ,
3054,MPRAU,Mercato Partners Acquisition ,
3055,MPRAW,Mercato Partners Acquisition ,
3056,MPWR,Monolithic Power Systems ,
3057,MQ,Marqeta ,
3058,MRAI,Marpai ,
3059,MRAM,Everspin Technologies ,
3060,MRBK,Meridian ,
3061,MRCC,Monroe Capital ,
3062,MRCY,Mercury Systems ,
3063,MREO,Mereo BioPharma Group plc,
3064,MRIN,Marin Software ,
3065,MRKR,Marker Therapeutics ,
3066,MRM,MEDIROM Healthcare Technologies ,
3067,MRNA,Moderna ,
3068,MRND,IQ U.S. Mid Cap R&D Leaders ,
3069,MRNS,Marinus Pharmaceuticals ,
3070,MRSN,Mersana Therapeutics ,
3071,MRTN,Marten Transport ,
3072,MRTX,Mirati Therapeutics ,
3073,MRUS,Merus N.V.,
3074,MRVI,Maravai LifeSciences Holdings ,
3075,MRVL,Marvell Technology ,
3076,MSBI,Midland States Ban ,
3077,MSBIP,Midland States Ban ,
3078,MSEX,Middlesex Water ,
3079,MSFD,Direxion Daily MSFT Bear 1X Shares,
3080,MSFT,Microsoft ,
3081,MSFU,Direxion Daily MSFT Bull 1.5X Shares,
3082,MSGM,Motorsport Games ,
3083,MSSA,Metal Sky Star Acquisition ,
3084,MSSAR,Metal Sky Star Acquisition ,
3085,MSSAU,Metal Sky Star Acquisition ,
3086,MSSAW,Metal Sky Star Acquisition ,
3087,MSTR,MicroStrategy ,
3088,MTC,MMTec ,
3089,MTCH,Match Group ,
3090,MTEK,Maris-Tech ,
3091,MTEKW,Maris-Tech ,
3092,MTEM,Molecular Templates ,
3093,MTEX,Mannatech ,
3094,MTLS,Materialise NV,
3095,MTRX,Matrix Service ,
3096,MTRY,Monterey Innovation Acquisition ,
3097,MTRYU,Monterey Innovation Acquisition ,
3098,MTRYW,Monterey Innovation Acquisition ,
3099,MTSI,MACOM Technology Solutions Holdings ,
3100,MTTR,Matterport ,
3101,MU,Micron Technology ,
3102,MULN,Mullen Automotive ,
3103,MURF,Murphy Canyon Acquisition ,
3104,MURFU,Murphy Canyon Acquisition ,
3105,MURFW,Murphy Canyon Acquisition ,
3106,MVBF,MVB Financial ,
3107,MVIS,MicroVision ,
3108,MVLA,Movella Holdings ,
3109,MVLAW,Movella Holdings ,
3110,MVST,Microvast Holdings ,
3111,MVSTW,Microvast Holdings ,
3112,MXCT,MaxCyte ,
3113,MXL,MaxLinear ,
3114,MYFW,First Western Financial ,
3115,MYGN,Myriad Genetics ,
3116,MYMD,MyMD Pharmaceuticals ,
3117,MYNA,Mynaric AG,
3118,MYNZ,Mainz Biomed N.V.,
3119,MYPS,PLAYSTUDIOS,
3120,MYPSW,PLAYSTUDIOS,
3121,MYRG,MYR Group ,
3122,MYSZ,My Size ,
3123,,Nano Labs ,
3124,NAAS,NaaS Technology ,
3125,NAII,Natural Alternatives International ,
3126,NAMS,NewAmsterdam PharmaN.V.,
3127,NAMSW,NewAmsterdam PharmaN.V.,
3128,NAOV,NanoVibronix ,
3129,NARI,Inari Medical ,
3130,NATH,Nathan's Famous ,
3131,NATI,National Instruments ,
3132,NATR,Nature's Sunshine Products ,
3133,NAUT,Nautilus Biotechnology ,
3134,NAVI,Navient ,
3135,NB,Nio Developments ,
3136,NBIX,Neurocrine Biosciences ,
3137,NBN,Northeast Bank,
3138,NBSE,NeuBase Therapeutics,
3139,NBST,Newbury Street Acquisition ,
3140,NBSTU,Newbury Street Acquisition ,
3141,NBSTW,Newbury Street Acquisition ,
3142,NBTB,NBT Ban ,
3143,NBTX,Nanobiotix S.A.,
3144,NCAC,Newcourt Acquisition ,
3145,NCACU,Newcourt Acquisition ,
3146,NCACW,Newcourt Acquisition ,
3147,NCMI,National CineMedia ,
3148,NCNA,NuCana plc,
3149,NCNC,noco-noco ,
3150,NCNCW,noco-noco ,
3151,NCNO,nCino ,
3152,NCPL,Netcapital ,
3153,NCPLW,Netcapital ,
3154,NCRA,Nocera ,
3155,NCSM,NCS Multistage Holdings ,
3156,NCTY,The9 ,
3157,NDAQ,Nasdaq ,
3158,NDLS,Noodles & ,
3159,NDRA,ENDRA Life Sciences ,
3160,NDSN,Nordson ,
3161,NECB,NorthEast Community Ban ,
3162,NEGG,Newegg Commerce ,
3163,NEO,NeoGenomics ,
3164,NEOG,Neogen ,
3165,NEON,Neonode ,
3166,NEOV,NeoVolta ,
3167,NEOVW,NeoVolta ,
3168,NEPH,Nephros ,
3169,NEPT,Neptune Wellness Solutions ,
3170,NERV,Minerva Neurosciences ,
3171,NETD,Nabors Energy Transition,
3172,NETDU,Nabors Energy Transition,
3173,NETDW,Nabors Energy Transition,
3174,NEWT,NewtekOne ,
3175,NEWTI,NewtekOne ,
3176,NEWTL,NewtekOne ,
3177,NEWTZ,NewtekOne ,
3178,NEXI,NexImmune ,
3179,NEXT,NextDecade ,
3180,NFBK,Northfield Ban ,
3181,NFE,New Fortress Energy ,
3182,NFLX,Nlix ,
3183,NFTG,The NFT Gaming,
3184,NFTY,First Trust India Nifty 50 Equal Weight ,
3185,NGM,NGM Biopharmaceuticals ,
3186,NGMS,NeoGames S.A.,
3187,NHTC,Natural Health Trends ,
3188,NICE,NICE ,
3189,NICK,Nicholas Financial ,
3190,NIKL,Sprott Nickel Miners ,
3191,NIOBW,Nio Developments ,
3192,NIR,Near Intelligence ,
3193,NIRWW,Near Intelligence ,
3194,NISN,NiSun Intl Enterprise Development Group Co ,
3195,NIU,Niu Technologies,
3196,NKLA,Nikola ,
3197,NKSH,National Bankshares ,
3198,NKTR,Nektar Therapeutics,
3199,NKTX,Nkarta ,
3200,NLSP,NLS Pharmaceutics ,
3201,NLSPW,NLS Pharmaceutics ,
3202,NLTX,Neoleukin Therapeutics ,
3203,NMFC,New Mountain Finance ,
3204,NMIH,NMI Holdings ,
3205,NMRA,Neumora Therapeutics ,
3206,NMRD,Nemaura Medical ,
3207,NMRK,Newmark Group ,
3208,NMTC,NeuroOne Medical Technologies ,
3209,NN,NextNav ,
3210,NNAGU,99 Acquisition Group ,
3211,NNAVW,NextNav ,
3212,NNBR,NN ,
3213,NNDM,Nano Dimension ,
3214,NNOX,NANO-X IMAGING ,
3215,NODK,NI Holdings ,
3216,NOGN,Nogin ,
3217,NOGNW,Nogin ,
3218,NOTV,Inotiv ,
3219,NOVT,Novanta ,
3220,NOVV,Nova Vision Acquisition ,
3221,NOVVR,Nova Vision Acquisition ,
3222,NOVVU,Nova Vision Acquisition ,
3223,NOVVW,Nova Vision Acquisition ,
3224,NPAB,New Providence Acquisition,
3225,NPABU,New Providence Acquisition,
3226,NPABW,New Providence Acquisition,
3227,NPCE,Neuropace ,
3228,NRAC,Northern Revival Acquisition ,
3229,NRACU,Northern Revival Acquisition ,
3230,NRACW,Northern Revival Acquisition ,
3231,NRBO,NeuroBo Pharmaceuticals ,
3232,NRC,National Research ,
3233,NRDS,NerdWallet ,
3234,NRIM,Northrim Ban ,
3235,NRIX,Nurix Therapeutics ,
3236,NRSN,NeuroSense Therapeutics ,
3237,NRSNW,NeuroSense Therapeutics ,
3238,NRXP,NRX Pharmaceuticals ,
3239,NRXPW,NRX Pharmaceuticals ,
3240,NSIT,Insight Enterprises ,
3241,NSPR,InspireMD ,
3242,NSSC,NAPCO Security Technologies ,
3243,NSTG,NanoString Technologies ,
3244,NSTS,NSTS Ban ,
3245,NSYS,Nortech Systems ,
3246,NTAP,NetApp ,
3247,NTCT,NetScout Systems ,
3248,NTES,NetEase ,
3249,NTGR,NETGEAR ,
3250,NTIC,Northern Technologies International ,
3251,NTLA,Intellia Therapeutics ,
3252,NTNX,Nutanix ,
3253,NTRA,Natera ,
3254,NTRB,Nutriband ,
3255,NTRBW,Nutriband ,
3256,NTRS,Northern Trust ,
3257,NTRSO,Northern Trust ,
3258,NTWK,NETSOL Technologies ,
3259,NTZG,Nuveen Global Net Zero Transition ,
3260,NUBI,Nubia Brand International ,
3261,NUBIU,Nubia Brand International ,
3262,NUBIW,Nubia Brand International ,
3263,NURO,NeuroMetrix ,
3264,NUTX,Nutex Health ,
3265,NUVL,Nuvalent ,
3266,NUWE,Nuwellis ,
3267,NUZE,NuZee ,
3268,NVAC,NorthView Acquisition ,
3269,NVACR,NorthView Acquisition ,
3270,NVACW,NorthView Acquisition ,
3271,NVAX,Novavax ,
3272,NVCR,NovoCure ,
3273,NVCT,Nuvectis Pharma ,
3274,NVD,GraniteShares 1.5x Short NVDA Daily ,
3275,NVDA,NVIDIA ,
3276,NVDD,Direxion Daily NVDA Bear 1X Shares,
3277,NVDL,GraniteShares 1.5x Long NVDA Daily ,
3278,NVDS,AXS 1.25X NVDA Bear Daily ,
3279,NVDU,Direxion Daily NVDA Bull 1.5X Shares,
3280,NVEC,NVE ,
3281,NVEE,NV5 Global ,
3282,NVEI,Nuvei ,
3283,NVFY,Nova Lifestyle ,
3284,NVIV,InVivo Therapeutics Holdings ,
3285,NVMI,Nova ,
3286,NVNO,enVVeno Medical ,
3287,NVOS,Novo Integrated Sciences ,
3288,NVTS,Navitas Semiconductor ,
3289,NVVE,Nuvve Holding ,
3290,NVVEW,Nuvve Holding ,
3291,NVX,NOVONIX ,
3292,NWBI,Northwest Bancshares ,
3293,NWE,NorthWestern ,
3294,NWFL,Norwood Financial ,
3295,NWGL,Nature Wood Group ,
3296,NWL,Newell Brands ,
3297,NWLI,National Western Life Group ,
3298,NWPX,Northwest Pipe ,
3299,NWS,News ,
3300,NWSA,News ,
3301,NWTN,NWTN ,
3302,NWTNW,NWTN ,
3303,NXGL,NexGel ,
3304,NXGLW,NexGel ,
3305,NXGN,NextGen Healthcare ,
3306,NXL,Nexalin Technology ,
3307,NXLIW,Nexalin Technology ,
3308,NXPI,NXP Semiconductors N.V.,
3309,NXPL,NextPlat ,
3310,NXPLW,NextPlat ,
3311,NXST,Nexstar Media Group ,
3312,NXT,Nextracker ,
3313,NXTC,NextCure ,
3314,NXTG,First Trust Indxx NextG ,
3315,NXTP,NextPlay Technologies ,
3316,NXU,Nxu,
3317,NYAX,Nayax ,
3318,NYMT,New York Mortgage Trust ,
3319,NYMTL,New York Mortgage Trust ,
3320,NYMTM,New York Mortgage Trust ,
3321,NYMTN,New York Mortgage Trust ,
3322,NYMTZ,New York Mortgage Trust ,
3323,NYXH,Nyxoah SA,
3324,NZAC,SPDR MSCI ACWI Climate Paris Aligned ,
3325,NZRO,Strategy Shares Halt Climate Change ,
3326,NZUS,SPDR MSCI USA Climate Paris Aligned ,
3327,OABI,OmniAb ,
3328,OABIW,OmniAb ,
3329,OAKU,Oak Woods Acquisition ,
3330,OAKUR,Oak Woods Acquisition ,
3331,OAKUU,Oak Woods Acquisition ,
3332,OAKUW,Oak Woods Acquisition ,
3333,OB,Outbrain ,
3334,OBIL,US Treasury 12 Month Bill ,
3335,OBIO,Orchestra BioMed Holdings ,
3336,OBLG,Oblong ,
3337,OBT,Orange County Ban ,
3338,OCAX,OCA Acquisition ,
3339,OCAXU,OCA Acquisition ,
3340,OCAXW,OCA Acquisition ,
3341,OCC,Optical Cable ,
3342,OCCI,OFS Credit,
3343,OCCIN,OFS Credit,
3344,OCCIO,OFS Credit,
3345,OCEA,Ocean Biomedical ,
3346,OCEAW,Ocean Biomedical ,
3347,OCFC,OceanFirst Financial ,
3348,OCFCP,OceanFirst Financial ,
3349,OCG,Oriental Culture Holding ,
3350,OCGN,Ocugen ,
3351,OCS,Oculis Holding AG,
3352,OCSAW,Oculis Holding AG,
3353,OCSL,Oaktree Specialty Lending ,
3354,OCTO,Eightco Holdings ,
3355,OCUL,Ocular Therapeutix ,
3356,OCUP,Ocuphire Pharma ,
3357,OCX,Oncocyte ,
3358,ODD,ODDITY Tech ,
3359,ODDS,Pacer BlueStar Digital Entertainment ,
3360,ODFL,Old Dominion Freight Line ,
3361,ODP,The ODP ,
3362,ODVWW,Osisko Development ,
3363,OESX,Orion Energy Systems ,
3364,OFIX,Orthofix Medical,
3365,OFLX,Omega Flex ,
3366,OFS,OFS Capital ,
3367,OFSSH,OFS Capital ,
3368,OGI,Organigram Holdings ,
3369,OHAA,OPY Acquisition,
3370,OHAAU,OPY Acquisition,
3371,OHAAW,OPY Acquisition,
3372,OKTA,Okta ,
3373,OKYO,OKYO Pharma ,
3374,OLB,The OLB Group ,
3375,OLED,Universal Display ,
3376,OLIT,OmniLit Acquisition ,
3377,OLITU,OmniLit Acquisition ,
3378,OLITW,OmniLit Acquisition ,
3379,OLK,Olink Holding AB (publ),
3380,OLLI,Ollie's Bargain Outlet Holdings ,
3381,OLMA,Olema Pharmaceuticals ,
3382,OLPX,Olaplex Holdings ,
3383,OM,Outset Medical ,
3384,OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,
3385,OMCL,Omnicell ,
3386,OMER,Omeros ,
3387,OMEX,Odyssey Marine Exploration ,
3388,OMGA,Omega Therapeutics ,
3389,OMH,Ohmyhome ,
3390,OMIC,Singular Genomics Systems ,
3391,OMQS,OMNIQ ,
3392,ON,ON Semiconductor ,
3393,ONB,Old National Ban,
3394,ONBPO,Old National Ban,
3395,ONBPP,Old National Ban,
3396,ONCT,Oncternal Therapeutics,
3397,ONCY,Oncolytics Biotech ,
3398,ONDS,Ondas Holdings ,
3399,ONEQ,Fidelity Nasdaq Composite Index ,
3400,ONEW,OneWater Marine ,
3401,ONFO,Onfolio Holdings ,
3402,ONFOW,Onfolio Holdings ,
3403,ONTX,Onconova Therapeutics ,
3404,ONVO,Organovo Holdings ,
3405,ONYX,Onyx Acquisition,
3406,ONYXU,Onyx Acquisition,
3407,ONYXW,Onyx Acquisition,
3408,OP,OceanPal ,
3409,OPAL,OPAL Fuels ,
3410,OPBK,OP Ban,
3411,OPCH,Option Care Health ,
3412,OPEN,Opendoor Technologies,
3413,OPGN,OpGen ,
3414,OPHC,OptimumBank Holdings ,
3415,OPI,Office Properties ome Trust,
3416,OPINL,Office Properties ome Trust,
3417,OPK,Opko Health ,
3418,OPOF,Old Point Financial ,
3419,OPRA,Opera ,
3420,OPRT,Oportun Financial ,
3421,OPRX,OptimizeRx ,
3422,OPT,Opthea ,
3423,OPTN,OptiNose ,
3424,OPXS,Optex Systems Holdings ,
3425,ORGN,Origin Materials ,
3426,ORGNW,Origin Materials ,
3427,ORGO,Organogenesis Holdings,
3428,ORGS,Orgenesis ,
3429,ORIC,Oric Pharmaceuticals ,
3430,ORLY,O'Reilly Automotive ,
3431,ORMP,Oramed Pharmaceuticals ,
3432,ORRF,Orrstown Financial Services ,
3433,ORTX,Orchard Therapeutics plc,
3434,OSA,ProSomnus ,
3435,OSAAW,ProSomnus ,
3436,OSBC,Old Second Ban ,
3437,OSIS,OSI Systems ,
3438,OSPN,OneSpan ,
3439,OSS,One Stop Systems ,
3440,OST,Ostin Technology Group,
3441,OSTK,Overstock.com ,
3442,OSUR,OraSure Technologies ,
3443,OSW,OneSpaWorld Holdings ,
3444,OTEC,OceanTech Acquisitions I ,
3445,OTECU,OceanTech Acquisitions I ,
3446,OTECW,OceanTech Acquisitions I ,
3447,OTEX,Open Text ,
3448,OTLK,Outlook Therapeutics ,
3449,OTLY,Oatly Group AB,
3450,OTMO,Otonomo Technologies ,
3451,OTMOW,Otonomo Technologies ,
3452,OTRK,Ontrak ,
3453,OTRKP,Ontrak ,
3454,OTTR,Otter Tail ,
3455,OVBC,Ohio Valley Banc ,
3456,OVID,Ovid Therapeutics ,
3457,OVLY,Oak Valley Ban (CA),
3458,OXBR,Oxbridge Re Holdings ,
3459,OXBRW,Oxbridge Re Holdings ,
3460,OXLC,Oxford Lane Capital ,
3461,OXLCL,Oxford Lane Capital ,
3462,OXLCM,Oxford Lane Capital ,
3463,OXLCN,Oxford Lane Capital ,
3464,OXLCO,Oxford Lane Capital ,
3465,OXLCP,Oxford Lane Capital ,
3466,OXLCZ,Oxford Lane Capital ,
3467,OXSQ,Oxford Square Capital ,
3468,OXSQG,Oxford Square Capital ,
3469,OXSQL,Oxford Square Capital ,
3470,OXSQZ,Oxford Square Capital ,
3471,OXUS,Oxus Acquisition ,
3472,OXUSU,Oxus Acquisition ,
3473,OXUSW,Oxus Acquisition ,
3474,OZK,Bank OZK,
3475,OZKAP,Bank OZK,
3476,PAA,Plains All American Pipeline ,
3477,PABU,iShares Paris-Aligned Climate MSCI USA ,
3478,PACB,Pacific Biosciences of California ,
3479,PACW,PacWest Ban,
3480,PACWP,PacWest Ban,
3481,PAGP,Plains GP Holdings ,
3482,PAHC,Phibro Animal Health ,
3483,PALI,Palisade Bio ,
3484,PALT,Paltalk ,
3485,PANL,Pangaea Logistics Solutions ,
3486,PANW,Palo Alto Networks ,
3487,PARA,Paramount Global,
3488,PARAA,Paramount Global,
3489,PARAP,Paramount Global,
3490,PASG,Passage Bio ,
3491,PATI,Patriot Transportation Holding ,
3492,PATK,Patrick Industries ,
3493,PAVM,PAVmed ,
3494,PAVMZ,PAVmed ,
3495,PAVS,Paranovus Entertainment Technology ,
3496,PAX,Patria Investments ,
3497,PAYO,Payoneer Global ,
3498,PAYOW,Payoneer Global ,
3499,PAYS,Paysign ,
3500,PAYX,Paychex ,
