,key,value
553,BEAT,"{'Heartbeam', 'Heartbeam '}"
554,BEATW,"{'Heartbeam', 'Heartbeam '}"
555,BECN,"{'Beacon Roofing', 'Beacon Roofing Supply '}"
556,BEEM,"{'Beam', 'Beam Global'}"
557,BEEMW,"{'Beam', 'Beam Global'}"
558,BELFA,"{'Bel Fuse', 'Bel Fuse '}"
559,BELFB,"{'Bel Fuse', 'Bel Fuse '}"
560,BENF,"{'Charity', 'Beneficient'}"
561,BENFW,"{'Charity', 'Beneficient'}"
562,BETR,"{'Better Home', 'Better Home & Finance Holding '}"
563,BETRW,"{'Better Home & Finance Holding ', 'BHFH'}"
564,BETS,"{'Bit Brother ', 'BitBro'}"
565,BFC,"{'Bank First ', 'BankFirst'}"
566,BFI,"{'BurgerFi', 'BurgerFi International '}"
567,BFIIW,"{'BurgerFi', 'BurgerFi International '}"
568,BFIN,"{'BankFinancial ', 'BankFinancial'}"
569,BFIT,"{'Global X', 'Global X Health & Wellness '}"
570,BFRG,"{'Bullfrog', 'Bullfrog AI Holdings '}"
571,BFRGW,"{'Bullfrog AI', 'Bullfrog AI Holdings '}"
572,BFRI,"{'Biofrontera ', 'Biofrontera'}"
573,BFRIW,"{'Biofrontera ', 'Biofrontera'}"
574,BFST,"{'Business First Bancshares ', 'Business First'}"
575,BGC,"{'BGC', 'BGC Group '}"
576,BGFV,"{'Big 5 Sporting Goods ', 'Big 5'}"
577,BGLC,"{'BioNexus Gene Lab ', 'BioNexus'}"
578,BGNE,"{'BeiGene', 'BeiGene '}"
579,BGRN,"{'iShares USD Green Bond ', 'iShares'}"
580,BGXX,"{'Bright Green ', 'GreenCo'}"
581,BHAC,"{'Crixus BH3 Acquisition ', 'Crixus'}"
582,BHACU,"{'Crixus BH3 Acquisition ', 'Crixus'}"
583,BHACW,"{'Crixus BH3 Acquisition ', 'Crixus'}"
584,BHAT,"{'Blue Hat', 'Blue Hat Interactive Entertainment Technology'}"
585,BHF,"{'Brighthouse Financial ', 'Brighthouse'}"
586,BHFAL,"{'Brighthouse Financial ', 'Brighthouse'}"
587,BHFAM,"{'Brighthouse Financial ', 'Brighthouse'}"
588,BHFAN,"{'Brighthouse Financial ', 'Brighthouse'}"
589,BHFAO,"{'Brighthouse Financial ', 'Brighthouse'}"
590,BHFAP,"{'Brighthouse Financial ', 'Brighthouse'}"
591,BHRB,"{'Burke & Herbert Financial Services ', 'Burke & Herbert'}"
592,BIAF,"{'bioAffinity', 'bioAffinity Technologies '}"
593,BIAFW,"{'BioAffinity', 'bioAffinity Technologies '}"
594,BIB,"{'ProShares', 'ProShares Ultra Nasdaq Biotechnology'}"
595,BIDU,"{'Search engine', 'Baidu '}"
596,BIGB,"{'Roundhill BIG Bank ', 'Roundhill Bank'}"
597,BIGC,"{'BigCommerce', 'BigCommerce Holdings '}"
598,BIGT,"{'Roundhill BIG Tech ', 'Roundhill Investments'}"
599,BIIB,"{'Biogen ', 'Biogen'}"
600,BILI,"{'Bilibili', 'Bilibili '}"
601,BIMI,"{'BIMI International Medical ', 'BIMI'}"
602,BIOC,"{'Biocept', 'Biocept '}"
603,BIOL,"{'Biolase', 'Biolase '}"
604,BIOR,"{'Biora Therapeutics', 'Biora'}"
605,BIOS,"{'BioPlus Acquisition', 'BioPlus Acquisition '}"
606,BIOSU,"{'BioPlus', 'BioPlus Acquisition '}"
607,BIOSW,"{'BioPlus Acquisition ', 'Biotech'}"
608,BIOX,"{'Bioceres', 'Bioceres Crop Solutions '}"
609,BIRD,"{'Allbirds', 'Allbirds '}"
610,BIS,"{'ProShares', 'ProShares UltraShort Nasdaq Biotechnology'}"
611,BITF,"{'Bitfarms', 'Bitfarms '}"
612,BITS,"{'Global X Blockchain & Bitcoin Strategy ', 'Global X'}"
613,BIVI,"{'BioVie ', 'BioVie'}"
614,BJDX,"{'Bluejay', 'Bluejay Diagnostics '}"
615,BJK,"{'VanEck', 'VanEck Gaming '}"
616,BJRI,"{""BJ's"", ""BJ's Restaurants ""}"
617,BKCC,"{'BlackRock', 'BlackRock Capital Investment '}"
618,BKCH,"{'Global X', 'Global X Blockchain '}"
619,BKIV,"{'BNY Mellon Innovators ', 'BNY Mellon'}"
620,BKNG,"{'Priceline', 'Booking Holdings '}"
621,BKR,"{'Baker Hughes', 'Baker Hughes '}"
622,BKWO,"{""BNY Mellon Women's Opportunities "", 'BNY Mellon'}"
623,BKYI,"{'BIO-key International ', 'BIO-key'}"
624,BL,"{'BlackLine', 'BlackLine '}"
625,BLAC,"{'Bellevue Life Sciences Acquisition ', 'Bellevue Life Sciences Acquisition'}"
626,BLACR,"{'Bellevue Life Sciences Acquisition ', 'Bellevue Life Sciences Acquisition'}"
627,BLACU,"{'Bellevue Life Sciences Acquisition ', 'Blackstone'}"
628,BLACW,"{'Bellevue Life Sciences Acquisition ', 'Bellevue Life Sciences Acquisition'}"
629,BLBD,"{'Blue Bird ', 'Blue Bird'}"
630,BLBX,"{'Blackboxstocks ', 'Blackboxstocks'}"
631,BLCN,"{'Siren Nasdaq NexGen Economy ', 'Siren'}"
632,BLDE,"{'Blade Air Mobility ', 'Blade'}"
633,BLDEW,"{'Blade Air Mobility ', 'Blade'}"
634,BLDP,"{'Ballard Power Systems ', 'Ballard'}"
635,BLEU,"{'bleuacacia ', 'Blue Acacia'}"
636,BLEUR,"{'bleuacacia ', 'Blue Acacia'}"
637,BLEUU,"{'bleuacacia ', 'Blue Acacia'}"
638,BLEUW,"{'bleuacacia ', 'Blue Acacia'}"
639,BLFS,"{'BioLife', 'BioLife Solutions '}"
640,BLFY,"{'Blue Foundry Ban', 'Blue Foundry'}"
641,BLIN,"{'Bridgeline Digital', 'Bridgeline Digital '}"
642,BLKB,"{'Blackbaud ', 'Blackbaud'}"
643,BLLD,"{'JPMorgan Sustainable Infrastructure ', 'JPMorgan'}"
644,BLMN,"{""Bloomin' Brands "", 'Outback'}"
645,BLNK,"{'Blink Charging ', 'Blink'}"
646,BLPH,"{'Bellerophon Therapeutics ', 'Bellerophon'}"
647,BLRX,"{'BioLineRx', 'BioLineRx '}"
648,BLTE,"{'Belite Bio ', 'Belite Bio'}"
649,BLUE,"{'bluebird bio ', 'bluebird'}"
650,BLZE,"{'Backblaze ', 'Backblaze'}"
651,BMBL,"{'Bumble ', 'Dating app'}"
652,BMEA,"{'Biomea', 'Biomea Fusion '}"
653,BMR,"{'Beamr Imaging ', 'Beamr'}"
654,BMRA,"{'Biomerica ', 'Biomerica'}"
655,BMRC,"{'Bank of Marin', 'Bank of Marin Ban'}"
656,BMRN,"{'BioMarin', 'BioMarin Pharmaceutical '}"
657,BND,"{'Vanguard', 'Vanguard Total Bond Market '}"
658,BNDW,"{'Vanguard', 'Vanguard Total World Bond '}"
659,BNDX,"{'Vanguard', 'Vanguard Total International Bond '}"
660,BNGO,"{'Bionano Genomics ', 'Bionano'}"
661,BNIX,"{'Bannix', 'Bannix Acquisition '}"
662,BNIXR,"{'Bannix', 'Bannix Acquisition '}"
663,BNIXW,"{'Bannix', 'Bannix Acquisition '}"
664,BNMV,"{'BitNile', 'BitNile Metaverse '}"
665,BNOX,"{'Bionomics ', 'Bionomics'}"
666,BNR,"{'Burning Rock Biotech ', 'Burning Rock'}"
667,BNRG,"{'Brenmiller Energy', 'Brenmiller Energy '}"
668,BNTC,"{'Benitec Biopharma ', 'Benitec'}"
669,BNTX,"{'BioNTech SE', 'BioNTech'}"
670,BOCN,"{'Blue Ocean Acquisition ', 'Blue Ocean'}"
671,BOCNU,"{'Blue Ocean Acquisition ', 'Blue Ocean'}"
672,BOCNW,"{'Blue Ocean Acquisition ', 'Blue Ocean Acquisition'}"
673,BOF,"{'BranchOut Food ', 'BranchOut'}"
674,BOKF,"{'BOK Financial ', 'BOK Financial'}"
675,BOLT,"{'Bolt Biotherapeutics ', 'Bolt'}"
676,BON,"{'Bon', 'Bon Natural Life '}"
677,BOOM,"{'DMC Global ', 'Dyno Nobel'}"
678,BOSC,"{'BOS', 'B.O.S. Better Online Solutions'}"
679,BOTJ,"{'Bank of the James', 'Bank of the James Financial Group '}"
680,BOTZ,"{'Global X Robotics & Artificial Intelligence ', 'Global X'}"
681,BOWN,"{'Bowen Acquisition ', 'Bowen'}"
682,BOWNR,"{'Bowen Acquisition ', 'Bowen'}"
683,BOWNU,"{'Bowen Acquisition ', 'Bowen'}"
684,BOXL,"{'Boxlight ', 'Boxlight'}"
685,BPMC,"{'Blueprint', 'Blueprint Medicines '}"
686,BPOP,"{'Popular', 'Popular '}"
687,BPOPM,"{'Company: Popular\n\nCommon name: Pop', 'Popular '}"
688,BPRN,"{'Preton', 'Preton Ban '}"
689,BPTH,"{'Bio-Path Holdings ', 'Bio-Path'}"
690,BPTS,"{'Biophytis SA', 'Biophytis'}"
691,BPYPM,"{'Brookfield Property Partners ', 'Brookfield'}"
692,BPYPN,"{'Brookfield Property Partners ', 'Brookfield'}"
693,BPYPO,"{'Brookfield Property Partners ', 'Brookfield'}"
694,BPYPP,"{'Brookfield Property Partners ', 'Brookfield'}"
695,BRAC,"{'Broad Capital', 'Broad Capital Acquisition '}"
696,BRACR,"{'Broad Capital', 'Broad Capital Acquisition '}"
697,BRACU,"{'Broad Capital', 'Broad Capital Acquisition '}"
698,BRAG,"{'Bragg Gaming Group ', 'Bragg Gaming'}"
699,BREA,"{'Brera Holdings', 'Brera Holdings PLC'}"
700,BREZ,"{'Breeze Holdings', 'Breeze Holdings Acquisition '}"
701,BREZR,"{'Breeze Holdings', 'Breeze Holdings Acquisition '}"
702,BREZW,"{'Breeze Holdings', 'Breeze Holdings Acquisition '}"
703,BRFH,"{'Barfresh Food Group ', 'Barfresh'}"
704,BRID,"{'Bridgford', 'Bridgford Foods '}"
705,BRKH,"{'BurTech', 'BurTech Acquisition '}"
706,BRKHU,"{'BurTech', 'BurTech Acquisition '}"
707,BRKHW,"{'BurTech', 'BurTech Acquisition '}"
708,BRKL,"{'Brookline Ban ', 'Brookline Ban'}"
709,BRKR,"{'Bruker ', 'Company: Bruker\nCommon Name: Bruker'}"
710,BRLI,"{'Brilliant Acquisition ', 'Brilliant'}"
711,BRLIR,"{'Brilliant Acquisition ', 'Brilliant'}"
712,BRLIU,"{'Brilliant Acquisition ', 'Brilliant'}"
713,BRLIW,"{'Brilliant Acquisition ', 'Brilliant'}"
714,BRLT,"{'Brilliant Earth Group ', 'Brilliant Earth'}"
715,BRNY,"{'Burney', 'Burney U.S. Factor Rotation '}"
716,BROG,{'Brooge Energy'}
717,BROGW,{'Brooge Energy'}
718,BRP,"{'BRP', 'BRP Group '}"
719,BRQS,"{'Borqs Technologies', 'Borqs'}"
720,BRSH,"{'Bruush', 'Bruush Oral Care '}"
721,BRSHW,"{'Bruush', 'Bruush Oral Care '}"
722,BRTX,"{'BioRestorative Therapies', 'BioRestorative Therapies '}"
723,BRY,"{'Berry', 'Berry(bry)'}"
724,BRZE,"{'Braze ', 'Braze'}"
725,BSBK,"{'Bogota Financial', 'Bogota Financial '}"
726,BSCN,"{'Invesco', 'Invesco BulletShares 2023 orate Bond '}"
727,BSCO,"{'Invesco', 'Invesco BulletShares 2024 orate Bond '}"
728,BSCP,"{'Invesco', 'Invesco BulletShares 2025 orate Bond '}"
729,BSCQ,"{'Invesco BulletShares 2026 orate Bond ', 'Invesco'}"
730,BSCR,"{'Invesco', 'Invesco BulletShares 2027 orate Bond '}"
731,BSCS,"{'Invesco', 'Invesco BulletShares 2028 orate Bond '}"
732,BSCT,"{'Invesco', 'Invesco BulletShares 2029 orate Bond '}"
733,BSCU,"{'Invesco BulletShares 2030 orate Bond ', 'Invesco'}"
734,BSCV,"{'Invesco', 'Invesco BulletShares 2031 orate Bond '}"
735,BSCW,"{'Invesco', 'Invesco BulletShares 2032 orate Bond '}"
736,BSET,"{'Bassett Furniture', 'Bassett Furniture Industries '}"
737,BSFC,"{'Blue Star', 'Blue Star Foods '}"
738,BSGM,"{'BioSig', 'BioSig Technologies '}"
739,BSJN,"{'Invesco', 'Invesco BulletShares 2023 High Yield orate Bond '}"
740,BSJO,"{'Invesco', 'Invesco BulletShares 2024 High Yield orate Bond '}"
741,BSJP,"{'Invesco', 'Invesco BulletShares 2025 High Yield orate Bond '}"
742,BSJQ,"{'Invesco', 'Invesco BulletShares 2026 High Yield orate Bond '}"
743,BSJR,"{'Invesco', 'Invesco BulletShares 2027 High Yield orate Bond '}"
744,BSJS,"{'Invesco', 'Invesco BulletShares 2028 High Yield orate Bond '}"
745,BSJT,"{'Invesco', 'Invesco BulletShares 2029 High Yield orate Bond '}"
746,BSJU,"{'Invesco', 'Invesco BulletShares 2030 High Yield orate Bond '}"
747,BSMN,"{'Invesco', 'Invesco BulletShares 2023 Municipal Bond '}"
748,BSMO,"{'Invesco', 'Invesco BulletShares 2024 Municipal Bond '}"
749,BSMP,"{'Invesco', 'Invesco BulletShares 2025 Municipal Bond '}"
750,BSMQ,"{'Invesco', 'Invesco BulletShares 2026 Municipal Bond '}"
751,BSMR,"{'Invesco', 'Invesco BulletShares 2027 Municipal Bond '}"
752,BSMS,"{'Invesco', 'Invesco BulletShares 2028 Municipal Bond '}"
753,BSMT,"{'Invesco', 'Invesco BulletShares 2029 Municipal Bond '}"
754,BSMU,"{'Invesco BulletShares 2030 Municipal Bond ', 'Invesco'}"
755,BSMV,"{'Invesco', 'Invesco BulletShares 2031 Municipal Bond '}"
756,BSMW,"{'Invesco', 'Invesco BulletShares 2032 Municipal Bond '}"
757,BSQR,"{'Bsquare', 'BSQUARE '}"
758,BSRR,{'Sierra Ban'}
759,BSVN,"{'Bank7', 'Bank7 '}"
760,BSVO,"{'EA Bridgeway Omni Small-Cap Value ', 'Bridgeway'}"
761,BSY,"{'Bentley', 'Bentley Systems '}"
762,BTAI,"{'BioXcel Therapeutics ', 'BioXcel'}"
763,BTBD,"{'British Telecom', 'BT Brands '}"
764,BTBDW,"{'BT Brands ', 'BT'}"
765,BTBT,"{'Bit Digital ', 'Bit Digital'}"
766,BTCS,"{'BTCS ', 'Bitcoin Services Inc.'}"
767,BTCY,"{'Biotricity ', 'BioTC'}"
768,BTDR,"{'Bitdeer', 'Bitdeer Technologies Group'}"
769,BTEC,"{'Pripal Healthcare Innovators ', 'Pripal'}"
770,BTF,"{'Valkyrie Bitcoin Strategy ', 'Valkyrie'}"
771,BTM,"{'Bitcoin Depot ', 'Bitcoin Depot'}"
772,BTMD,"{'Biote', 'Biote '}"
773,BTMWW,"{'Bitcoin Depot ', 'Bitcoin Depot'}"
774,BTOG,"{'BitOrigin', 'Bit Origin '}"
775,BTTX,"{'Better Therapeutics', 'Better Therapeutics '}"
776,BTWN,"{'Bridgetown Holdings ', 'Bridgetown Holdings'}"
777,BTWNU,"{'Bridgetown Holdings ', 'Bridgetown Holdings'}"
778,BTWNW,"{'Bridgetown Holdings ', 'Bridgetown Holdings'}"
779,BUG,"{'Global X Cybersecurity ', 'Global X'}"
780,BUJA,"{'Bukit Jalil Global Acquisition 1 ', 'BJGA'}"
781,BUJAR,"{'Bukit Jalil Global Acquisition 1 ', 'BJGA'}"
782,BUJAU,"{'Bukit Jalil Global Acquisition 1 ', 'BJGA'}"
783,BUJAW,"{'Bukit Jalil Global Acquisition 1 ', 'BJGA'}"
784,BULD,"{'Pacer BlueStar Engineering the Future ', 'BlueStar'}"
785,BUSE,"{'First Busey ', 'Busey'}"
786,BVFL,"{'BV Financial ', 'BV Financial'}"
787,BVS,"{'Bioventus', 'Bioventus '}"
788,BWAQ,"{'Blue World Acquisition ', 'Blue World'}"
789,BWAQR,"{'Blue World Acquisition ', 'Blue World'}"
790,BWAQU,"{'Blue World Acquisition ', 'Blue World'}"
791,BWAQW,"{'Blue World Acquisition ', 'Blue World'}"
792,BWAY,"{'BrainsWay ', 'BrainsWay'}"
793,BWB,"{'Bridgewater Bancshares ', 'Bridgewater'}"
794,BWBBP,"{'Bridgewater Bancshares', 'Bridgewater Bancshares '}"
795,BWEN,"{'Broadwind', 'Broadwind '}"
796,BWFG,"{'Bankwell Financial Group ', 'Bankwell'}"
797,BWMN,"{'Bowman Consulting', 'Bowman Consulting Group '}"
798,BWMX,"{'Betterware', 'Betterware de Mexico S.A.P.I. de C.V.'}"
799,BWV,"{'Blue Water Biotech ', 'Blue Water'}"
800,BXRX,"{'Baudax Bio ', 'Baudax'}"
801,BYFC,"{'Broadway', 'Broadway Financial '}"
802,BYND,"{'Beyond Meat', 'Beyond Meat '}"
803,BYNO,"{'Nordic', 'byNordic Acquisition '}"
804,BYNOU,"{'Nordic Acquisition', 'byNordic Acquisition '}"
805,BYNOW,"{'Nordic', 'byNordic Acquisition '}"
806,BYOB,"{'SoFi', 'SoFi Be Your Own Boss '}"
807,BYRN,"{'Byrna Technologies ', 'Byrna'}"
808,BYSI,"{'BeyondSpring', 'BeyondSpring '}"
809,BYTS,"{'BYTE', 'BYTE Acquisition '}"
810,BYTSU,"{'BYTE', 'BYTE Acquisition '}"
811,BYTSW,"{'BYTE', 'BYTE Acquisition '}"
812,BZ,"{'KANZHUN ', 'BOSS Zhipin'}"
813,BZFD,"{'BuzzFeed ', 'BuzzFeed'}"
814,BZFDW,"{'BuzzFeed ', 'BuzzFeed'}"
815,BZUN,"{'Baozun ', 'Baozun'}"
816,CAAS,"{'China Automotive Systems ', 'CAAS'}"
817,CABA,"{'Cabaletta', 'Cabaletta Bio '}"
818,CAC,"{'Camden National', 'Camden National '}"
819,CACC,"{'Credit Acceptance', 'Credit Acceptance '}"
820,CACG,"{'ClearBridge All Cap Growth ESG ', 'ClearBridge'}"
821,CACO,"{'Caravelle International Group', 'Caravelle'}"
822,CADL,"{'Candel Therapeutics ', 'Candel'}"
823,CAFG,"{'Pacer', 'Pacer US Small Cap Cash Cows Growth Leaders '}"
824,CAKE,"{'Cheesecake Factory', 'The Cheesecake Factory '}"
825,CALB,"{'CalBan', 'California Ban'}"
826,CALC,"{'Calcimedica', 'CalciMedica '}"
827,CALM,"{'Calm', 'Cal-Maine Foods '}"
828,CALT,"{'Calliditas Therapeutics AB', 'Calliditas'}"
829,CALY,"{'BlackRock Short-Term California Muni Bond ', 'BlackRock'}"
830,CAMP,"{'CalAmp ', 'CalAmp'}"
831,CAMT,"{'Camtek', 'Camtek '}"
832,CAN,"{'Canaan ', 'Canaan'}"
833,CANC,"{'Tema Oncology ', 'Tema Oncology'}"
834,CAPR,"{'Capricor Therapeutics ', 'Capricor'}"
835,CAR,"{'Avis Budget Group ', 'Avis'}"
836,CARA,"{'Cara', 'Cara Therapeutics '}"
837,CARE,"{'Carter Bankshares ', 'Company'}"
838,CARG,"{'CarGurus ', 'CarGurus'}"
839,CARM,"{'Carisma', 'Carisma Therapeutics '}"
840,CARV,"{'Carver', 'Carver Ban '}"
841,CARZ,"{'First Trust S-Network Electric & Future Vehicle Ecosystem ', 'First Trust'}"
842,CASA,"{'Casa', 'Casa Systems '}"
843,CASH,"{'Pathward Financial ', 'Pathward'}"
844,CASI,"{'CASI', 'CASI Pharmaceuticals '}"
845,CASS,"{'Cass Information Systems ', 'Cass'}"
846,CASY,"{""Casey's"", 'Caseys General Stores '}"
847,CATC,{'Cambridge Ban'}
848,CATH,"{'Global X', 'Global X S&P 500 Catholic Values '}"
849,CATY,"{'Cathay General Bank', 'Cathay General Ban'}"
850,CBAN,"{'Colony Bank', 'Colony Bank '}"
851,CBAT,"{'CBAK Energy', 'CBAK Energy Technology '}"
852,CBAY,"{'CymaBay Therapeutics ', 'CymaBay'}"
853,CBFV,"{'CB Financial Services ', 'CBFS'}"
854,CBIO,"{'Catalyst', 'Catalyst Biosciences'}"
855,CBNK,"{'Capital Ban', 'Capital Ban '}"
856,CBRG,"{'Chain Bridge I', 'Chain Bridge'}"
857,CBRGU,"{'Chain Bridge I', 'Chain Bridge'}"
858,CBRL,"{'Cracker Barrel Old Country Store ', 'Cracker Barrel'}"
859,CBSH,"{'Commerce Bancshares ', 'Commerce'}"
860,CBUS,"{'Food', 'Cibus '}"
861,CCAP,"{'Crescent Capital BDC', 'Crescent Capital BDC '}"
862,CCB,"{'Coastal Financial', 'Coastal Financial '}"
863,CCBG,"{'Capital City Bank', 'Capital City Bank Group'}"
864,CCCC,"{'C4 Therapeutics ', 'C4 Therapeutics'}"
865,CCCS,"{'CCC', 'CCC Intelligent Solutions Holdings '}"
866,CCD,"{'Calamos', 'Calamos Dynamic Convertible & ome Fund'}"
867,CCEP,"{'Coca-Cola', 'Coca-Cola Europacific Partners plc'}"
868,CCLD,"{'CareCloud', 'CareCloud '}"
869,CCLDO,"{'CareCloud', 'CareCloud '}"
870,CCLDP,"{'Cloud', 'CareCloud '}"
871,CCLP,"{'CSI Compressco', 'CSI Compressco LP'}"
872,CCNE,"{'CNB Financial ', 'CNB Financial'}"
873,CCNEP,"{'CNB Financial ', 'CNB Financial'}"
874,CCOI,"{'Cogent Communications Holdings ', 'Cogent Communications'}"
875,CCRN,"{'Cross Country Healthcare ', 'Cross Country Healthcare'}"
876,CCSI,"{'Consensus', 'Consensus Cloud Solutions '}"
877,CCSO,"{'Carbon Collective', 'Carbon Collective Climate Solutions U.S. Equity '}"
878,CCTS,"{'Cactus', 'Cactus Acquisition '}"
879,CCTSU,"{'Cactus', 'Cactus Acquisition '}"
880,CCTSW,"{'Cactus', 'Cactus Acquisition '}"
881,CD,"{'Chindata', 'Chindata Group Holdings '}"
882,CDAQ,"{'Compass', 'Compass Digital Acquisition '}"
883,CDAQU,"{'Compass', 'Compass Digital Acquisition '}"
884,CDAQW,"{'Compass', 'Compass Digital Acquisition '}"
885,CDC,"{'VictoryShares US EQ ome Enhanced Volatility  ', 'VictoryShares'}"
886,CDIO,"{'Cardio Diagnostics Holdings ', 'Cardio Diagnostics'}"
887,CDIOW,"{'Cardio Diagnostics Holdings ', 'Cardio Diagnostics'}"
888,CDL,"{'VictoryShares US Large Cap High Div Volatility  ', 'VictoryShares'}"
889,CDLX,"{'Cardlytics ', 'Cardlytics'}"
890,CDMO,"{'Avid', 'Avid Bioservices '}"
891,CDNA,"{'CareDx ', 'CareDx'}"
892,CDNS,"{'Cadence Design Systems ', 'Cadence'}"
893,CDRO,"{'Codere Online Luxembourg S.A.', 'Codere'}"
894,CDROW,"{'Codere Online Luxembourg S.A.', 'Codere'}"
895,CDTX,"{'Cidara', 'Cidara Therapeutics '}"
896,CDW,"{'CDW', 'CDW '}"
897,CDXC,"{'Tru Niagen', 'ChromaDex '}"
898,CDXS,"{'Codexis ', 'Codexis'}"
899,CDZI,"{'Cadiz ', 'Cadiz'}"
900,CDZIP,"{'Cadiz ', 'Cadiz'}"
901,CEAD,"{'CEA Industries ', 'CEA'}"
902,CEADW,"{'CEA Industries ', 'CEA'}"
903,CECO,"{'CECO', 'CECO Environmental '}"
904,CEFA,"{'Global X S&P Catholic Values Developed ex-U.S. ', 'Global X'}"
905,CEG,"{'Constellation', 'Constellation Energy '}"
906,CELC,"{'Celcuity ', 'Celcuity'}"
907,CELH,"{'Celsius Holdings ', 'Celsius'}"
908,CELL,"{'PhenomeX', 'PhenomeX '}"
909,CELU,"{'Celularity ', 'Celularity'}"
910,CELUW,"{'Celularity ', 'Celularity'}"
911,CELZ,"{'Creative Medical Technology', 'Creative Medical Technology Holdings '}"
912,CENN,"{'Cenntro Electric', 'Cenntro Electric Group '}"
913,CENT,"{'Central Garden', 'Central Garden & Pet '}"
914,CENTA,"{'Central Garden & Pet ', 'Central Garden & Pet'}"
915,CENX,"{'Century Aluminum', 'Century Aluminum '}"
916,CERE,"{'Cerevel Therapeutics Holdings ', 'Cerevel'}"
917,CERS,"{'Cerus ', 'Cerus'}"
918,CERT,"{'Certara', 'Certara '}"
919,CETU,"{'Cetus Capital Acquisition ', 'Cetus'}"
920,CETUR,"{'Cetus Capital', 'Cetus Capital Acquisition '}"
921,CETUU,"{'Cetus Capital', 'Cetus Capital Acquisition '}"
922,CETUW,"{'Cetus Capital', 'Cetus Capital Acquisition '}"
923,CETX,"{'Cemtrex', 'Cemtrex '}"
924,CETXP,"{'Cemtrex', 'Cemtrex '}"
925,CETY,"{'Clean Energy Technologies ', 'CleanEnergy Technologies'}"
926,CEVA,"{'CEVA ', 'CEVA'}"
927,CFA,"{'VictoryShares US 500 Volatility  ', 'VictoryShares'}"
928,CFB,"{'CrossFirst', 'CrossFirst Bankshares '}"
929,CFBK,"{'CF Bankshares', 'CF Bankshares '}"
930,CFFE,"{'CF Acquisition II', 'CF AcquisitionII'}"
931,CFFEU,"{'CF Acquisition II', 'CF AcquisitionII'}"
932,CFFEW,"{'CF Acquisition II', 'CF AcquisitionII'}"
933,CFFI,"{'C&F Financial ', 'C&F Financial - C&F'}"
934,CFFN,"{'CapFed', 'Capitol Federal Financial '}"
935,CFFS,"{'CF Acquisition', 'CF AcquisitionI'}"
936,CFFSU,"{'CF Acquisition', 'CF AcquisitionI'}"
937,CFFSW,"{'CF Acquisition', 'CF AcquisitionI'}"
938,CFIV,"{'CF AcquisitionV', 'CFAV'}"
939,CFIVU,{'CF AcquisitionV'}
940,CFIVW,{'CF AcquisitionV'}
941,CFLT,"{'Kafka', 'Confluent '}"
942,CFO,"{'VictoryShares US 500 Enhanced Volatility  ', 'VictoryShares'}"
943,CFRX,"{'ContraFect ', 'CFRX'}"
944,CFSB,"{'CFSB Ban ', 'Common name: CFSB Ban'}"
945,CG,"{'Carlyle', 'The Carlyle Group '}"
946,CGABL,"{'Carlyle', 'The Carlyle Group '}"
947,CGBD,"{'Carlyle Secured Lending ', 'Carlyle Lending'}"
948,CGC,"{'Canopy Growth ', 'Canopy'}"
949,CGEM,"{'Cullinan', 'Cullinan Oncology '}"
950,CGEN,"{'Compugen ', 'Compugen'}"
951,CGNT,"{'Cognyte Software ', 'Cognyst'}"
952,CGNX,"{'Cognex ', 'Cognex'}"
953,CGO,"{'Calamos Global Total Return Fund', 'CGO'}"
954,CGRN,"{'Capstone Green Energy', 'Capstone Green Energy '}"
955,CGTX,"{'Cognition', 'Cognition Therapeutics '}"
956,CHB,"{'Global X', 'Global X China Biotech Innovation '}"
957,CHCI,"{'Comstock', 'Comstock Holding Companies '}"
958,CHCO,"{'City Holding', 'City Holding '}"
959,CHDN,"{'Churchill Downs ', 'Churchill Downs'}"
960,CHEA,"{'Chenghe Acquisition ', 'Chenghe Acquisition'}"
961,CHEAU,"{'Chenghe Acquisition ', 'Chenghe Acquisition'}"
962,CHEAW,"{'Chenghe Acquisition ', 'Chenghe Acquisition'}"
963,CHEF,"{""The Chefs' Warehouse "", ""Chefs' Warehouse""}"
964,CHEK,"{'Check-Cap ', 'Check-Cap'}"
965,CHI,"{'Calamos Convertible Opportunities and ome Fund', 'Calamos'}"
966,CHK,"{'Chesapeake Energy ', 'Chesapeake Energy'}"
967,CHKEL,"{'Chesapeake Energy ', 'Chesapeake Energy'}"
968,CHKEW,"{'Chesapeake Energy ', 'Chesapeake Energy'}"
969,CHKEZ,"{'Chesapeake Energy ', 'Checkez'}"
970,CHKP,"{'Check Point', 'Check Point Software Technologies '}"
971,CHMG,"{""Sorry, but I'm unable to generate a response based on the given information. Could you please provide more context or specify the"", 'Chemung Financial'}"
972,CHNA,"{'Loncar China BioPharma ', 'Loncar China BioPharma'}"
973,CHNR,"{'China Natural Resources ', 'China Resources'}"
974,CHPS,"{'Xtrackers Semiconductor Select Equity ', 'Xtrackers Semiconductor'}"
975,CHRD,"{'Chord Energy ', 'Chord Energy'}"
976,CHRS,"{'Coherus', 'Coherus BioSciences '}"
977,CHRW,"{'C.H. Robinson Worldwide ', 'CH Robinson'}"
978,CHSCL,"{'Community Health Systems', 'CHS '}"
979,CHSCM,"{'ChemCo', 'CHS '}"
980,CHSCN,"{""Sorry, but I'm not able to generate a response without any specific company mentioned. Could you please provide more context or the"", 'CHS '}"
